@RELATION mail

@ATTRIBUTE length NUMERIC
@ATTRIBUTE num_chunks NUMERIC
@ATTRIBUTE num_letters NUMERIC
@ATTRIBUTE word_mean NUMERIC
@ATTRIBUTE num_words NUMERIC
@ATTRIBUTE 'num_{\ }' NUMERIC
@ATTRIBUTE 'num_{\!}' NUMERIC
@ATTRIBUTE 'num_{\"}' NUMERIC
@ATTRIBUTE 'num_{\#}' NUMERIC
@ATTRIBUTE 'num_{\$}' NUMERIC
@ATTRIBUTE 'num_{\%}' NUMERIC
@ATTRIBUTE 'num_{\&}' NUMERIC
@ATTRIBUTE 'num_{\'}' NUMERIC
@ATTRIBUTE 'num_{\(}' NUMERIC
@ATTRIBUTE 'num_{\)}' NUMERIC
@ATTRIBUTE 'num_{\*}' NUMERIC
@ATTRIBUTE 'num_{\+}' NUMERIC
@ATTRIBUTE 'num_{\,}' NUMERIC
@ATTRIBUTE 'num_{\-}' NUMERIC
@ATTRIBUTE 'num_{\.}' NUMERIC
@ATTRIBUTE 'num_{\/}' NUMERIC
@ATTRIBUTE 'num_{0}' NUMERIC
@ATTRIBUTE 'num_{1}' NUMERIC
@ATTRIBUTE 'num_{2}' NUMERIC
@ATTRIBUTE 'num_{3}' NUMERIC
@ATTRIBUTE 'num_{4}' NUMERIC
@ATTRIBUTE 'num_{5}' NUMERIC
@ATTRIBUTE 'num_{6}' NUMERIC
@ATTRIBUTE 'num_{7}' NUMERIC
@ATTRIBUTE 'num_{8}' NUMERIC
@ATTRIBUTE 'num_{9}' NUMERIC
@ATTRIBUTE 'num_{\:}' NUMERIC
@ATTRIBUTE 'num_{\;}' NUMERIC
@ATTRIBUTE 'num_{\<}' NUMERIC
@ATTRIBUTE 'num_{\=}' NUMERIC
@ATTRIBUTE 'num_{\>}' NUMERIC
@ATTRIBUTE 'num_{\?}' NUMERIC
@ATTRIBUTE 'num_{\@}' NUMERIC
@ATTRIBUTE 'num_{A}' NUMERIC
@ATTRIBUTE 'num_{B}' NUMERIC
@ATTRIBUTE 'num_{C}' NUMERIC
@ATTRIBUTE 'num_{D}' NUMERIC
@ATTRIBUTE 'num_{E}' NUMERIC
@ATTRIBUTE 'num_{F}' NUMERIC
@ATTRIBUTE 'num_{G}' NUMERIC
@ATTRIBUTE 'num_{H}' NUMERIC
@ATTRIBUTE 'num_{I}' NUMERIC
@ATTRIBUTE 'num_{J}' NUMERIC
@ATTRIBUTE 'num_{K}' NUMERIC
@ATTRIBUTE 'num_{L}' NUMERIC
@ATTRIBUTE 'num_{M}' NUMERIC
@ATTRIBUTE 'num_{N}' NUMERIC
@ATTRIBUTE 'num_{O}' NUMERIC
@ATTRIBUTE 'num_{P}' NUMERIC
@ATTRIBUTE 'num_{Q}' NUMERIC
@ATTRIBUTE 'num_{R}' NUMERIC
@ATTRIBUTE 'num_{S}' NUMERIC
@ATTRIBUTE 'num_{T}' NUMERIC
@ATTRIBUTE 'num_{U}' NUMERIC
@ATTRIBUTE 'num_{V}' NUMERIC
@ATTRIBUTE 'num_{W}' NUMERIC
@ATTRIBUTE 'num_{X}' NUMERIC
@ATTRIBUTE 'num_{Y}' NUMERIC
@ATTRIBUTE 'num_{Z}' NUMERIC
@ATTRIBUTE 'num_{\[}' NUMERIC
@ATTRIBUTE 'num_{\\}' NUMERIC
@ATTRIBUTE 'num_{\]}' NUMERIC
@ATTRIBUTE 'num_{\^}' NUMERIC
@ATTRIBUTE 'num_{_}' NUMERIC
@ATTRIBUTE 'num_{\`}' NUMERIC
@ATTRIBUTE 'num_{a}' NUMERIC
@ATTRIBUTE 'num_{b}' NUMERIC
@ATTRIBUTE 'num_{c}' NUMERIC
@ATTRIBUTE 'num_{d}' NUMERIC
@ATTRIBUTE 'num_{e}' NUMERIC
@ATTRIBUTE 'num_{f}' NUMERIC
@ATTRIBUTE 'num_{g}' NUMERIC
@ATTRIBUTE 'num_{h}' NUMERIC
@ATTRIBUTE 'num_{i}' NUMERIC
@ATTRIBUTE 'num_{j}' NUMERIC
@ATTRIBUTE 'num_{k}' NUMERIC
@ATTRIBUTE 'num_{l}' NUMERIC
@ATTRIBUTE 'num_{m}' NUMERIC
@ATTRIBUTE 'num_{n}' NUMERIC
@ATTRIBUTE 'num_{o}' NUMERIC
@ATTRIBUTE 'num_{p}' NUMERIC
@ATTRIBUTE 'num_{q}' NUMERIC
@ATTRIBUTE 'num_{r}' NUMERIC
@ATTRIBUTE 'num_{s}' NUMERIC
@ATTRIBUTE 'num_{t}' NUMERIC
@ATTRIBUTE 'num_{u}' NUMERIC
@ATTRIBUTE 'num_{v}' NUMERIC
@ATTRIBUTE 'num_{w}' NUMERIC
@ATTRIBUTE 'num_{x}' NUMERIC
@ATTRIBUTE 'num_{y}' NUMERIC
@ATTRIBUTE 'num_{z}' NUMERIC
@ATTRIBUTE 'num_{\{}' NUMERIC
@ATTRIBUTE 'num_{\|}' NUMERIC
@ATTRIBUTE 'num_{\}}' NUMERIC
@ATTRIBUTE 'num_{\~}' NUMERIC
@ATTRIBUTE 'word_len_{1}' NUMERIC
@ATTRIBUTE 'word_len_{2}' NUMERIC
@ATTRIBUTE 'word_len_{3}' NUMERIC
@ATTRIBUTE 'word_len_{4}' NUMERIC
@ATTRIBUTE 'word_len_{5}' NUMERIC
@ATTRIBUTE 'word_len_{6}' NUMERIC
@ATTRIBUTE 'word_len_{7}' NUMERIC
@ATTRIBUTE 'word_len_{8}' NUMERIC
@ATTRIBUTE 'word_len_{9}' NUMERIC
@ATTRIBUTE 'word_len_{10}' NUMERIC
@ATTRIBUTE 'word_len_{11}' NUMERIC
@ATTRIBUTE 'word_len_{12}' NUMERIC
@ATTRIBUTE 'word_len_{13}' NUMERIC
@ATTRIBUTE 'word_len_{14}' NUMERIC
@ATTRIBUTE 'word_len_{15}' NUMERIC
@ATTRIBUTE 'word_len_{16}' NUMERIC
@ATTRIBUTE 'word_len_{17}' NUMERIC
@ATTRIBUTE 'word_len_{18}' NUMERIC
@ATTRIBUTE 'word_len_{19}' NUMERIC
@ATTRIBUTE 'word_len_{20}' NUMERIC
@ATTRIBUTE 'consequent_{2}' NUMERIC
@ATTRIBUTE 'consequent_{3}' NUMERIC
@ATTRIBUTE 'consequent_{4}' NUMERIC
@ATTRIBUTE 'consequent_{5}' NUMERIC
@ATTRIBUTE 'consequent_{6}' NUMERIC
@ATTRIBUTE 'consequent_{7}' NUMERIC
@ATTRIBUTE 'consequent_{8}' NUMERIC
@ATTRIBUTE 'consequent_{9}' NUMERIC
@ATTRIBUTE 'consequent_{10}' NUMERIC
@ATTRIBUTE num_spam NUMERIC
@ATTRIBUTE 'num_spam_word{Africa}' NUMERIC
@ATTRIBUTE 'num_spam_word{akcija}' NUMERIC
@ATTRIBUTE 'num_spam_word{discount}' NUMERIC
@ATTRIBUTE 'num_spam_word{dovana}' NUMERIC
@ATTRIBUTE 'num_spam_word{enlarge}' NUMERIC
@ATTRIBUTE 'num_spam_word{help}' NUMERIC
@ATTRIBUTE 'num_spam_word{laimėjote}' NUMERIC
@ATTRIBUTE 'num_spam_word{milijonas}' NUMERIC
@ATTRIBUTE 'num_spam_word{million}' NUMERIC
@ATTRIBUTE 'num_spam_word{nemokamai}' NUMERIC
@ATTRIBUTE 'num_spam_word{nuolaida}' NUMERIC
@ATTRIBUTE 'num_spam_word{penis}' NUMERIC
@ATTRIBUTE 'num_spam_word{poverty}' NUMERIC
@ATTRIBUTE 'num_spam_word{prizas}' NUMERIC
@ATTRIBUTE 'num_spam_word{prize}' NUMERIC
@ATTRIBUTE 'num_spam_word{sex}' NUMERIC
@ATTRIBUTE 'num_spam_word{viagra}' NUMERIC
@ATTRIBUTE 'num_spam_word{won}' NUMERIC
@ATTRIBUTE num_money NUMERIC
@ATTRIBUTE class {0,1}

@DATA
434, 40, 385, 9.625, 73, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 2, 4, 10, 8, 0, 26, 20, 4, 3, 15, 16, 6, 7, 7, 4, 14, 2, 1, 6, 1, 4, 3, 2, 3, 3, 6, 1, 2, 3, 3, 4, 2, 0, 3, 4, 1, 5, 4, 1, 2, 2, 11, 1, 2, 1, 3, 3, 1, 0, 0, 0, 0, 1, 0, 11, 4, 8, 4, 18, 1, 5, 5, 15, 2, 1, 6, 10, 4, 8, 1, 1, 7, 9, 8, 7, 4, 1, 3, 1, 2, 0, 0, 0, 0, 2, 2, 5, 7, 6, 0, 2, 4, 1, 0, 2, 0, 2, 1, 1, 0, 0, 0, 1, 0, 13, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1250, 113, 1099, 9.72566371681416, 162, 91, 0, 6, 0, 0, 0, 3, 0, 0, 0, 0, 0, 16, 22, 18, 9, 20, 16, 4, 10, 17, 4, 4, 4, 12, 12, 8, 6, 15, 18, 16, 4, 2, 2, 0, 10, 3, 2, 4, 0, 2, 0, 0, 2, 2, 0, 0, 0, 4, 1, 1, 1, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 98, 15, 26, 24, 82, 12, 13, 5, 80, 3, 18, 21, 25, 44, 34, 22, 4, 53, 48, 62, 50, 34, 0, 3, 18, 12, 0, 0, 0, 0, 8, 2, 14, 13, 8, 6, 9, 7, 4, 4, 5, 5, 9, 1, 0, 2, 1, 0, 1, 0, 30, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
649, 43, 595, 13.8372093023256, 88, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 13, 11, 0, 22, 21, 11, 15, 9, 15, 10, 11, 9, 7, 16, 1, 3, 8, 3, 8, 5, 9, 4, 6, 8, 3, 10, 4, 5, 7, 3, 0, 3, 8, 5, 3, 4, 2, 7, 10, 12, 9, 4, 8, 4, 5, 5, 0, 0, 0, 0, 3, 0, 18, 8, 7, 10, 21, 4, 10, 4, 22, 3, 4, 13, 18, 10, 13, 5, 2, 7, 13, 11, 11, 5, 6, 4, 7, 1, 0, 0, 0, 0, 0, 4, 5, 7, 6, 0, 0, 4, 1, 0, 3, 1, 3, 0, 1, 0, 0, 0, 1, 0, 15, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2503, 174, 2124, 12.2068965517241, 350, 297, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 6, 9, 40, 75, 8, 95, 71, 55, 33, 36, 42, 31, 38, 30, 42, 46, 18, 6, 25, 6, 0, 12, 13, 9, 11, 23, 17, 14, 12, 11, 12, 10, 13, 13, 16, 10, 22, 22, 3, 17, 19, 26, 3, 14, 6, 17, 14, 5, 1, 0, 1, 0, 3, 0, 65, 22, 60, 42, 105, 23, 40, 22, 100, 16, 12, 49, 71, 34, 78, 21, 11, 48, 60, 52, 22, 17, 12, 16, 12, 11, 0, 0, 0, 0, 3, 20, 13, 29, 16, 4, 5, 10, 8, 3, 6, 6, 7, 7, 3, 1, 3, 1, 2, 2, 129, 50, 38, 20, 20, 20, 17, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2205, 195, 1952, 10.0102564102564, 347, 155, 0, 26, 1, 0, 0, 5, 0, 2, 2, 0, 0, 18, 25, 32, 24, 39, 35, 14, 22, 19, 27, 4, 18, 16, 12, 18, 10, 35, 87, 45, 8, 5, 11, 4, 37, 15, 2, 7, 0, 2, 0, 1, 2, 3, 0, 0, 0, 4, 2, 3, 7, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 148, 30, 39, 50, 113, 20, 26, 13, 122, 5, 31, 51, 49, 64, 60, 36, 8, 86, 71, 91, 73, 46, 6, 6, 25, 12, 0, 0, 0, 0, 18, 10, 21, 23, 9, 12, 10, 10, 4, 5, 9, 10, 12, 3, 2, 5, 1, 2, 3, 1, 39, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2386, 166, 2026, 12.2048192771084, 358, 284, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 17, 10, 35, 58, 11, 103, 70, 73, 34, 43, 35, 28, 29, 21, 28, 61, 17, 4, 36, 4, 4, 10, 16, 9, 12, 19, 19, 6, 8, 13, 9, 11, 7, 9, 22, 12, 16, 19, 6, 20, 34, 21, 8, 6, 5, 8, 5, 4, 1, 0, 1, 0, 2, 0, 68, 23, 62, 46, 87, 14, 41, 23, 81, 10, 13, 42, 62, 32, 58, 20, 6, 36, 50, 67, 30, 21, 17, 15, 15, 6, 0, 0, 0, 0, 0, 23, 12, 29, 16, 4, 3, 10, 8, 3, 5, 6, 7, 3, 3, 1, 0, 1, 1, 3, 138, 47, 38, 19, 19, 19, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
497, 35, 439, 12.5428571428571, 61, 24, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 3, 4, 12, 8, 12, 0, 9, 8, 4, 13, 12, 8, 5, 3, 5, 8, 5, 6, 2, 0, 0, 4, 1, 0, 4, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 1, 1, 5, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 29, 11, 8, 20, 26, 0, 2, 3, 23, 2, 10, 8, 8, 12, 9, 9, 0, 14, 13, 30, 12, 6, 0, 2, 4, 0, 0, 0, 0, 0, 0, 2, 3, 6, 2, 1, 3, 1, 0, 2, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582, 43, 528, 12.2790697674419, 92, 32, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 3, 13, 11, 0, 33, 25, 8, 7, 10, 12, 9, 9, 6, 2, 17, 1, 3, 12, 3, 4, 5, 8, 5, 7, 5, 7, 3, 4, 4, 5, 3, 0, 3, 10, 2, 4, 5, 9, 9, 9, 7, 3, 3, 4, 4, 3, 2, 0, 0, 0, 0, 2, 0, 15, 5, 13, 6, 25, 4, 8, 5, 17, 5, 4, 11, 15, 10, 9, 3, 3, 5, 10, 8, 8, 2, 2, 3, 2, 0, 0, 0, 0, 0, 0, 4, 6, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 20, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1410, 117, 1247, 10.6581196581197, 213, 89, 0, 18, 1, 0, 0, 2, 0, 0, 0, 0, 0, 6, 22, 30, 11, 23, 26, 12, 21, 13, 8, 0, 10, 9, 4, 15, 7, 27, 32, 30, 6, 5, 2, 0, 10, 10, 2, 4, 0, 0, 2, 0, 0, 5, 0, 0, 0, 2, 1, 1, 5, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 110, 24, 29, 34, 59, 11, 26, 6, 71, 2, 30, 37, 31, 53, 39, 23, 6, 53, 48, 74, 50, 16, 0, 6, 5, 2, 0, 0, 0, 0, 7, 11, 5, 13, 12, 13, 4, 4, 2, 4, 6, 1, 7, 0, 0, 3, 2, 0, 0, 1, 21, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1681, 138, 1450, 10.5072463768116, 250, 165, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 5, 7, 16, 56, 3, 74, 71, 42, 34, 18, 20, 26, 22, 13, 13, 30, 15, 3, 16, 3, 0, 9, 9, 10, 4, 17, 4, 7, 9, 2, 6, 3, 9, 5, 15, 1, 11, 15, 2, 13, 19, 15, 2, 3, 3, 7, 12, 4, 2, 0, 2, 0, 0, 0, 36, 16, 56, 39, 87, 22, 18, 16, 48, 6, 4, 27, 44, 31, 66, 17, 4, 40, 44, 40, 22, 13, 4, 12, 9, 2, 0, 0, 0, 0, 0, 18, 10, 22, 14, 3, 4, 8, 8, 2, 4, 5, 8, 4, 3, 1, 2, 2, 1, 1, 72, 18, 13, 7, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1143, 51, 1059, 20.7647058823529, 247, 26, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 19, 19, 80, 31, 14, 5, 11, 14, 5, 6, 28, 9, 12, 2, 10, 171, 10, 4, 3, 3, 61, 13, 86, 12, 8, 1, 0, 3, 2, 0, 6, 4, 2, 0, 0, 6, 2, 2, 3, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 21, 2, 24, 14, 42, 12, 13, 9, 16, 2, 3, 15, 16, 18, 29, 14, 1, 24, 23, 32, 15, 5, 3, 4, 10, 0, 0, 0, 0, 0, 0, 2, 7, 4, 3, 0, 2, 2, 0, 3, 1, 2, 3, 0, 0, 2, 0, 3, 0, 0, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1690, 138, 1459, 10.5724637681159, 253, 165, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 8, 7, 16, 57, 3, 76, 76, 36, 35, 26, 34, 11, 19, 17, 11, 30, 15, 3, 16, 3, 0, 9, 3, 3, 5, 12, 9, 12, 5, 3, 5, 2, 9, 7, 13, 2, 10, 15, 1, 14, 17, 15, 4, 4, 2, 5, 6, 2, 2, 0, 2, 0, 0, 0, 36, 10, 56, 42, 87, 26, 19, 16, 51, 5, 5, 31, 43, 36, 66, 16, 3, 43, 43, 39, 22, 12, 8, 11, 12, 4, 0, 0, 0, 0, 0, 18, 10, 22, 14, 3, 4, 8, 7, 2, 4, 6, 7, 4, 3, 1, 2, 2, 1, 1, 75, 18, 13, 7, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1141, 51, 1057, 20.7254901960784, 247, 26, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 19, 19, 81, 33, 12, 7, 11, 14, 4, 5, 25, 9, 12, 2, 10, 171, 10, 4, 3, 3, 61, 13, 86, 12, 8, 1, 0, 3, 2, 0, 6, 4, 2, 0, 0, 6, 2, 2, 3, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 21, 2, 24, 14, 42, 12, 13, 9, 16, 2, 3, 15, 16, 18, 29, 14, 1, 24, 23, 32, 15, 5, 3, 4, 10, 0, 0, 0, 0, 0, 0, 2, 7, 4, 3, 0, 2, 2, 0, 3, 1, 2, 3, 0, 0, 2, 0, 3, 0, 0, 17, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3770, 365, 3294, 9.02465753424658, 649, 280, 0, 22, 3, 14, 0, 12, 2, 10, 10, 0, 8, 44, 34, 40, 27, 22, 66, 11, 30, 39, 80, 8, 14, 29, 20, 19, 17, 64, 220, 84, 10, 5, 48, 28, 95, 11, 8, 4, 0, 0, 6, 0, 2, 2, 3, 0, 0, 4, 1, 5, 3, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23, 0, 239, 79, 33, 96, 140, 19, 44, 4, 237, 30, 85, 54, 53, 104, 109, 63, 14, 172, 134, 154, 102, 54, 2, 8, 22, 4, 6, 0, 6, 0, 30, 31, 26, 40, 17, 14, 37, 23, 15, 17, 24, 3, 16, 12, 3, 7, 6, 10, 7, 3, 30, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1693, 138, 1462, 10.5942028985507, 253, 165, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 4, 7, 16, 57, 6, 62, 87, 49, 38, 17, 17, 18, 17, 9, 17, 30, 15, 3, 16, 3, 0, 9, 8, 2, 5, 16, 5, 10, 7, 3, 6, 3, 8, 5, 13, 3, 8, 17, 5, 13, 19, 16, 3, 1, 2, 6, 4, 3, 2, 0, 2, 0, 0, 0, 38, 16, 56, 39, 87, 23, 20, 13, 52, 8, 8, 30, 47, 35, 68, 18, 4, 43, 43, 40, 22, 11, 5, 9, 13, 2, 0, 0, 0, 0, 0, 18, 10, 22, 14, 3, 4, 8, 7, 2, 4, 5, 7, 5, 3, 1, 2, 2, 1, 1, 76, 19, 13, 7, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1141, 51, 1057, 20.7254901960784, 247, 26, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 19, 19, 83, 32, 12, 7, 8, 13, 6, 5, 26, 9, 12, 2, 10, 171, 10, 4, 3, 3, 61, 13, 86, 12, 8, 1, 0, 3, 2, 0, 6, 4, 2, 0, 0, 6, 2, 2, 3, 2, 1, 1, 1, 1, 2, 0, 0, 0, 0, 0, 0, 21, 2, 24, 14, 42, 12, 13, 9, 16, 2, 3, 15, 16, 18, 29, 14, 1, 24, 23, 32, 15, 5, 3, 4, 10, 0, 0, 0, 0, 0, 0, 2, 7, 4, 3, 0, 2, 2, 0, 3, 1, 2, 3, 0, 0, 2, 0, 3, 0, 0, 18, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1719, 138, 1488, 10.7826086956522, 256, 165, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 5, 7, 16, 61, 5, 48, 78, 46, 30, 33, 24, 25, 24, 12, 26, 30, 15, 3, 16, 3, 0, 9, 3, 3, 6, 13, 4, 12, 5, 6, 4, 5, 6, 2, 14, 2, 12, 12, 5, 10, 17, 15, 2, 6, 3, 7, 3, 2, 2, 0, 2, 0, 0, 0, 35, 13, 62, 49, 95, 28, 20, 13, 51, 6, 4, 25, 41, 28, 75, 20, 2, 43, 46, 41, 26, 9, 9, 14, 10, 4, 0, 0, 0, 0, 0, 18, 9, 22, 14, 3, 4, 8, 7, 2, 4, 5, 8, 4, 2, 4, 1, 2, 1, 1, 68, 18, 13, 7, 7, 7, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8661, 360, 8108, 22.5222222222222, 2343, 229, 4, 42, 6, 0, 0, 12, 0, 7, 7, 0, 3, 29, 22, 49, 97, 876, 417, 152, 87, 56, 113, 20, 41, 398, 34, 42, 11, 57, 2112, 57, 15, 3, 33, 702, 62, 1101, 109, 60, 1, 2, 3, 3, 0, 0, 6, 0, 1, 8, 3, 5, 3, 6, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 79, 29, 83, 61, 149, 50, 19, 49, 47, 1, 7, 44, 35, 60, 127, 45, 1, 89, 65, 104, 30, 13, 7, 7, 18, 1, 0, 0, 0, 0, 16, 12, 17, 20, 15, 22, 13, 3, 8, 9, 8, 26, 7, 1, 2, 5, 1, 9, 4, 1, 81, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2348, 168, 1987, 11.827380952381, 340, 285, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 9, 9, 34, 58, 11, 95, 100, 59, 23, 33, 43, 20, 30, 21, 26, 61, 17, 4, 23, 4, 0, 10, 16, 5, 11, 21, 13, 6, 6, 11, 10, 9, 7, 10, 15, 10, 16, 23, 4, 18, 34, 18, 11, 8, 7, 12, 5, 3, 1, 0, 1, 0, 1, 0, 61, 20, 59, 48, 91, 13, 41, 20, 81, 15, 12, 43, 66, 39, 62, 18, 13, 38, 49, 58, 33, 24, 24, 19, 11, 5, 0, 0, 0, 0, 0, 23, 14, 29, 16, 4, 3, 10, 8, 3, 5, 6, 7, 2, 2, 2, 0, 1, 2, 4, 143, 47, 36, 19, 19, 19, 16, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
612, 41, 546, 13.3170731707317, 79, 28, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 3, 4, 14, 4, 10, 1, 7, 12, 0, 25, 12, 8, 9, 3, 6, 13, 6, 6, 2, 0, 2, 8, 2, 4, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 3, 10, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 25, 20, 10, 22, 32, 6, 8, 3, 19, 2, 10, 12, 10, 26, 15, 13, 2, 23, 13, 36, 16, 6, 0, 2, 6, 0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 2, 2, 0, 2, 2, 4, 0, 5, 0, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
597, 45, 541, 12.0222222222222, 86, 34, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 4, 11, 11, 0, 22, 29, 8, 11, 14, 11, 6, 11, 6, 6, 17, 1, 3, 6, 3, 4, 5, 5, 4, 8, 5, 3, 2, 4, 6, 6, 2, 6, 4, 4, 2, 6, 5, 4, 5, 11, 10, 5, 1, 1, 4, 7, 2, 0, 0, 0, 0, 4, 0, 21, 6, 10, 6, 27, 1, 9, 3, 17, 5, 0, 12, 17, 11, 8, 3, 3, 13, 10, 12, 8, 8, 4, 3, 4, 0, 0, 0, 0, 0, 0, 4, 8, 7, 6, 0, 0, 4, 1, 0, 3, 1, 2, 1, 1, 0, 0, 0, 1, 0, 14, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1091, 74, 979, 13.2297297297297, 167, 52, 0, 18, 1, 0, 0, 2, 0, 0, 0, 0, 2, 2, 26, 12, 10, 37, 28, 10, 11, 11, 10, 14, 12, 9, 8, 19, 7, 23, 25, 26, 6, 5, 0, 2, 8, 10, 4, 4, 2, 0, 0, 0, 0, 3, 2, 0, 0, 0, 1, 1, 3, 14, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 54, 20, 17, 26, 53, 5, 18, 4, 37, 4, 20, 35, 21, 31, 29, 17, 6, 37, 30, 62, 32, 12, 0, 6, 7, 0, 0, 0, 0, 0, 7, 3, 3, 4, 9, 4, 2, 0, 4, 3, 3, 0, 5, 0, 1, 2, 2, 0, 0, 2, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
